"location","target_end_date","target","observation","as_of"
"HHS Region 1",2015-12-26,"ili perc",1.45925,2016-01-02
"HHS Region 1",2016-01-02,"ili perc",1.36736,2016-01-02
"HHS Region 2",2015-08-01,"ili perc",1.36223,2016-01-02
"HHS Region 2",2015-08-08,"ili perc",1.57157,2016-01-02
"HHS Region 2",2015-08-15,"ili perc",1.38907,2016-01-02
"HHS Region 2",2015-08-22,"ili perc",1.11843,2016-01-02
"HHS Region 2",2015-08-29,"ili perc",1.12344,2016-01-02
"HHS Region 2",2015-09-05,"ili perc",1.19549,2016-01-02
"HHS Region 2",2015-09-12,"ili perc",1.15552,2016-01-02
"HHS Region 2",2015-09-19,"ili perc",1.37077,2016-01-02
"HHS Region 2",2015-09-26,"ili perc",1.62828,2016-01-02
"HHS Region 2",2015-10-03,"ili perc",1.30017,2016-01-02
"HHS Region 2",2015-10-10,"ili perc",1.36972,2016-01-02
"HHS Region 2",2015-10-17,"ili perc",1.37813,2016-01-02
"HHS Region 2",2015-10-24,"ili perc",1.72188,2016-01-02
"HHS Region 2",2015-10-31,"ili perc",1.52923,2016-01-02
"HHS Region 2",2015-11-07,"ili perc",1.59544,2016-01-02
"HHS Region 2",2015-11-14,"ili perc",1.53983,2016-01-02
"HHS Region 2",2015-11-21,"ili perc",2.04701,2016-01-02
"HHS Region 2",2015-11-28,"ili perc",2.06317,2016-01-02
"HHS Region 2",2015-12-05,"ili perc",2.32655,2016-01-02
"HHS Region 2",2015-12-12,"ili perc",2.69567,2016-01-02
"HHS Region 2",2015-12-19,"ili perc",2.66595,2016-01-02
"HHS Region 2",2015-12-26,"ili perc",3.63309,2016-01-02
"HHS Region 2",2016-01-02,"ili perc",3.7139,2016-01-02
"HHS Region 3",2015-08-01,"ili perc",0.959529,2016-01-02
"HHS Region 3",2015-08-08,"ili perc",0.855641,2016-01-02
"HHS Region 3",2015-08-15,"ili perc",1.00206,2016-01-02
"HHS Region 3",2015-08-22,"ili perc",0.897559,2016-01-02
"HHS Region 3",2015-08-29,"ili perc",0.783423,2016-01-02
"HHS Region 3",2015-09-05,"ili perc",1.04516,2016-01-02
"HHS Region 3",2015-09-12,"ili perc",1.09366,2016-01-02
"HHS Region 3",2015-09-19,"ili perc",1.14352,2016-01-02
"HHS Region 3",2015-09-26,"ili perc",1.1904,2016-01-02
"HHS Region 3",2015-10-03,"ili perc",1.0768,2016-01-02
"HHS Region 3",2015-10-10,"ili perc",1.24473,2016-01-02
"HHS Region 3",2015-10-17,"ili perc",1.28368,2016-01-02
"HHS Region 3",2015-10-24,"ili perc",1.55698,2016-01-02
"HHS Region 3",2015-10-31,"ili perc",1.41137,2016-01-02
"HHS Region 3",2015-11-07,"ili perc",1.55694,2016-01-02
"HHS Region 3",2015-11-14,"ili perc",1.60193,2016-01-02
"HHS Region 3",2015-11-21,"ili perc",1.74295,2016-01-02
"HHS Region 3",2015-11-28,"ili perc",2.22047,2016-01-02
"HHS Region 3",2015-12-05,"ili perc",1.87754,2016-01-02
"HHS Region 3",2015-12-12,"ili perc",2.06817,2016-01-02
"HHS Region 3",2015-12-19,"ili perc",2.3132,2016-01-02
"HHS Region 3",2015-12-26,"ili perc",2.98952,2016-01-02
"HHS Region 3",2016-01-02,"ili perc",3.08272,2016-01-02
"HHS Region 4",2015-08-01,"ili perc",0.45585,2016-01-02
"HHS Region 4",2015-08-08,"ili perc",0.439202,2016-01-02
"HHS Region 4",2015-08-15,"ili perc",0.701597,2016-01-02
"HHS Region 4",2015-08-22,"ili perc",0.716647,2016-01-02
"HHS Region 4",2015-08-29,"ili perc",0.787886,2016-01-02
"HHS Region 4",2015-09-05,"ili perc",0.713601,2016-01-02
"HHS Region 4",2015-09-12,"ili perc",0.69256,2016-01-02
"HHS Region 4",2015-09-19,"ili perc",0.804466,2016-01-02
"HHS Region 4",2015-09-26,"ili perc",0.737125,2016-01-02
"HHS Region 4",2015-10-03,"ili perc",0.855035,2016-01-02
"HHS Region 4",2015-10-10,"ili perc",1.12506,2016-01-02
"HHS Region 4",2015-10-17,"ili perc",1.21462,2016-01-02
"HHS Region 4",2015-10-24,"ili perc",1.12609,2016-01-02
"HHS Region 4",2015-10-31,"ili perc",1.18338,2016-01-02
"HHS Region 4",2015-11-07,"ili perc",1.28406,2016-01-02
"HHS Region 4",2015-11-14,"ili perc",1.33131,2016-01-02
"HHS Region 4",2015-11-21,"ili perc",1.53434,2016-01-02
"HHS Region 4",2015-11-28,"ili perc",1.86699,2016-01-02
"HHS Region 4",2015-12-05,"ili perc",1.64147,2016-01-02
"HHS Region 4",2015-12-12,"ili perc",1.75882,2016-01-02
"HHS Region 4",2015-12-19,"ili perc",1.99782,2016-01-02
"HHS Region 4",2015-12-26,"ili perc",2.45537,2016-01-02
"HHS Region 4",2016-01-02,"ili perc",2.22278,2016-01-02
"HHS Region 5",2015-08-01,"ili perc",0.581513,2016-01-02
"HHS Region 5",2015-08-08,"ili perc",0.585031,2016-01-02
"HHS Region 5",2015-08-15,"ili perc",0.597183,2016-01-02
"HHS Region 5",2015-08-22,"ili perc",0.581626,2016-01-02
"HHS Region 5",2015-08-29,"ili perc",0.653146,2016-01-02
"HHS Region 5",2015-09-05,"ili perc",0.595369,2016-01-02
"HHS Region 5",2015-09-12,"ili perc",0.628781,2016-01-02
"HHS Region 5",2015-09-19,"ili perc",0.698491,2016-01-02
"HHS Region 5",2015-09-26,"ili perc",0.794852,2016-01-02
"HHS Region 5",2015-10-03,"ili perc",0.879066,2016-01-02
"HHS Region 5",2015-10-10,"ili perc",1.03399,2016-01-02
"HHS Region 5",2015-10-17,"ili perc",1.16337,2016-01-02
"HHS Region 5",2015-10-24,"ili perc",1.06502,2016-01-02
"HHS Region 5",2015-10-31,"ili perc",1.03764,2016-01-02
"HHS Region 5",2015-11-07,"ili perc",1.20732,2016-01-02
"HHS Region 5",2015-11-14,"ili perc",1.28964,2016-01-02
"HHS Region 5",2015-11-21,"ili perc",1.24057,2016-01-02
"HHS Region 5",2015-11-28,"ili perc",1.43251,2016-01-02
"HHS Region 5",2015-12-05,"ili perc",1.13997,2016-01-02
"HHS Region 5",2015-12-12,"ili perc",1.30693,2016-01-02
"HHS Region 5",2015-12-19,"ili perc",1.41187,2016-01-02
"HHS Region 5",2015-12-26,"ili perc",1.85759,2016-01-02
"HHS Region 5",2016-01-02,"ili perc",1.63674,2016-01-02
"HHS Region 6",2015-08-01,"ili perc",1.36455,2016-01-02
"HHS Region 6",2015-08-08,"ili perc",1.28844,2016-01-02
"HHS Region 6",2015-08-15,"ili perc",1.26955,2016-01-02
"HHS Region 6",2015-08-22,"ili perc",1.59884,2016-01-02
"HHS Region 6",2015-08-29,"ili perc",1.34635,2016-01-02
"HHS Region 6",2015-09-05,"ili perc",1.72044,2016-01-02
"HHS Region 6",2015-09-12,"ili perc",2.24392,2016-01-02
"HHS Region 6",2015-09-19,"ili perc",2.18705,2016-01-02
"HHS Region 6",2015-09-26,"ili perc",2.36584,2016-01-02
"HHS Region 6",2015-10-03,"ili perc",2.53952,2016-01-02
"HHS Region 6",2015-10-10,"ili perc",2.88208,2016-01-02
"HHS Region 6",2015-10-17,"ili perc",2.97529,2016-01-02
"HHS Region 6",2015-10-24,"ili perc",3.19343,2016-01-02
"HHS Region 6",2015-10-31,"ili perc",3.09828,2016-01-02
"HHS Region 6",2015-11-07,"ili perc",3.00677,2016-01-02
"HHS Region 6",2015-11-14,"ili perc",3.5694,2016-01-02
"HHS Region 6",2015-11-21,"ili perc",3.54559,2016-01-02
"HHS Region 6",2015-11-28,"ili perc",4.24267,2016-01-02
"HHS Region 6",2015-12-05,"ili perc",4.0494,2016-01-02
"HHS Region 6",2015-12-12,"ili perc",4.19189,2016-01-02
"HHS Region 6",2015-12-19,"ili perc",4.44098,2016-01-02
"HHS Region 6",2015-12-26,"ili perc",4.8599,2016-01-02
"HHS Region 6",2016-01-02,"ili perc",5.33521,2016-01-02
"HHS Region 7",2015-08-01,"ili perc",0.213522,2016-01-02
"HHS Region 7",2015-08-08,"ili perc",0.280848,2016-01-02
"HHS Region 7",2015-08-15,"ili perc",0.116262,2016-01-02
"HHS Region 7",2015-08-22,"ili perc",0.283492,2016-01-02
"HHS Region 7",2015-08-29,"ili perc",0.212095,2016-01-02
"HHS Region 7",2015-09-05,"ili perc",0.180017,2016-01-02
"HHS Region 7",2015-09-12,"ili perc",0.315453,2016-01-02
"HHS Region 7",2015-09-19,"ili perc",0.526178,2016-01-02
"HHS Region 7",2015-09-26,"ili perc",0.684635,2016-01-02
"HHS Region 7",2015-10-03,"ili perc",1.02699,2016-01-02
"HHS Region 7",2015-10-10,"ili perc",0.876525,2016-01-02
"HHS Region 7",2015-10-17,"ili perc",0.889359,2016-01-02
"HHS Region 7",2015-10-24,"ili perc",1.12533,2016-01-02
"HHS Region 7",2015-10-31,"ili perc",0.870054,2016-01-02
"HHS Region 7",2015-11-07,"ili perc",1.15656,2016-01-02
"HHS Region 7",2015-11-14,"ili perc",1.21216,2016-01-02
"HHS Region 7",2015-11-21,"ili perc",0.911596,2016-01-02
"HHS Region 7",2015-11-28,"ili perc",1.30456,2016-01-02
"HHS Region 7",2015-12-05,"ili perc",0.882993,2016-01-02
"HHS Region 7",2015-12-12,"ili perc",0.801908,2016-01-02
"HHS Region 7",2015-12-19,"ili perc",0.986652,2016-01-02
"HHS Region 7",2015-12-26,"ili perc",1.58182,2016-01-02
"HHS Region 7",2016-01-02,"ili perc",1.595,2016-01-02
"HHS Region 8",2015-08-01,"ili perc",0.469566,2016-01-02
"HHS Region 8",2015-08-08,"ili perc",0.486867,2016-01-02
"HHS Region 8",2015-08-15,"ili perc",0.40949,2016-01-02
"HHS Region 8",2015-08-22,"ili perc",0.388013,2016-01-02
"HHS Region 8",2015-08-29,"ili perc",0.563506,2016-01-02
"HHS Region 8",2015-09-05,"ili perc",0.480913,2016-01-02
"HHS Region 8",2015-09-12,"ili perc",0.457087,2016-01-02
"HHS Region 8",2015-09-19,"ili perc",0.468133,2016-01-02
"HHS Region 8",2015-09-26,"ili perc",0.622192,2016-01-02
"HHS Region 8",2015-10-03,"ili perc",0.497322,2016-01-02
"HHS Region 8",2015-10-10,"ili perc",0.656043,2016-01-02
"HHS Region 8",2015-10-17,"ili perc",0.672678,2016-01-02
"HHS Region 8",2015-10-24,"ili perc",0.688876,2016-01-02
"HHS Region 8",2015-10-31,"ili perc",0.611649,2016-01-02
"HHS Region 8",2015-11-07,"ili perc",0.717445,2016-01-02
"HHS Region 8",2015-11-14,"ili perc",0.735143,2016-01-02
"HHS Region 8",2015-11-21,"ili perc",0.771116,2016-01-02
"HHS Region 8",2015-11-28,"ili perc",1.00303,2016-01-02
"HHS Region 8",2015-12-05,"ili perc",0.718459,2016-01-02
"HHS Region 8",2015-12-12,"ili perc",0.89281,2016-01-02
"HHS Region 8",2015-12-19,"ili perc",0.907956,2016-01-02
"HHS Region 8",2015-12-26,"ili perc",1.16727,2016-01-02
"HHS Region 8",2016-01-02,"ili perc",1.57021,2016-01-02
"HHS Region 9",2015-08-01,"ili perc",0.960867,2016-01-02
"HHS Region 9",2015-08-08,"ili perc",0.955579,2016-01-02
"HHS Region 9",2015-08-15,"ili perc",1.06585,2016-01-02
"HHS Region 9",2015-08-22,"ili perc",1.08567,2016-01-02
"HHS Region 9",2015-08-29,"ili perc",1.21026,2016-01-02
"HHS Region 9",2015-09-05,"ili perc",1.17144,2016-01-02
"HHS Region 9",2015-09-12,"ili perc",0.923043,2016-01-02
"HHS Region 9",2015-09-19,"ili perc",1.30393,2016-01-02
"HHS Region 9",2015-09-26,"ili perc",1.30785,2016-01-02
"HHS Region 9",2015-10-03,"ili perc",1.1779,2016-01-02
"HHS Region 9",2015-10-10,"ili perc",1.29411,2016-01-02
"HHS Region 9",2015-10-17,"ili perc",1.50473,2016-01-02
"HHS Region 9",2015-10-24,"ili perc",1.40722,2016-01-02
"HHS Region 9",2015-10-31,"ili perc",1.62855,2016-01-02
"HHS Region 9",2015-11-07,"ili perc",1.79334,2016-01-02
"HHS Region 9",2015-11-14,"ili perc",1.70092,2016-01-02
"HHS Region 9",2015-11-21,"ili perc",1.89772,2016-01-02
"HHS Region 9",2015-11-28,"ili perc",2.20682,2016-01-02
"HHS Region 9",2015-12-05,"ili perc",1.94284,2016-01-02
"HHS Region 9",2015-12-12,"ili perc",2.03075,2016-01-02
"HHS Region 9",2015-12-19,"ili perc",2.17216,2016-01-02
"HHS Region 9",2015-12-26,"ili perc",2.95557,2016-01-02
"HHS Region 9",2016-01-02,"ili perc",3.41493,2016-01-02
"HHS Region 10",2015-08-01,"ili perc",0.273285,2016-01-02
"HHS Region 10",2015-08-08,"ili perc",0.277682,2016-01-02
"HHS Region 10",2015-08-15,"ili perc",0.176249,2016-01-02
"HHS Region 10",2015-08-22,"ili perc",0.233461,2016-01-02
"HHS Region 10",2015-08-29,"ili perc",0.129447,2016-01-02
"HHS Region 10",2015-09-05,"ili perc",0.409017,2016-01-02
"HHS Region 10",2015-09-12,"ili perc",0.545922,2016-01-02
"HHS Region 10",2015-09-19,"ili perc",0.500789,2016-01-02
"HHS Region 10",2015-09-26,"ili perc",0.507331,2016-01-02
"HHS Region 10",2015-10-03,"ili perc",0.629231,2016-01-02
"HHS Region 10",2015-10-10,"ili perc",0.479776,2016-01-02
"HHS Region 10",2015-10-17,"ili perc",0.721412,2016-01-02
"HHS Region 10",2015-10-24,"ili perc",0.529218,2016-01-02
"HHS Region 10",2015-10-31,"ili perc",0.831867,2016-01-02
"HHS Region 10",2015-11-07,"ili perc",0.496697,2016-01-02
"HHS Region 10",2015-11-14,"ili perc",0.843614,2016-01-02
"HHS Region 10",2015-11-21,"ili perc",0.700598,2016-01-02
"HHS Region 10",2015-11-28,"ili perc",0.818161,2016-01-02
"HHS Region 10",2015-12-05,"ili perc",0.819123,2016-01-02
"HHS Region 10",2015-12-12,"ili perc",0.595311,2016-01-02
"HHS Region 10",2015-12-19,"ili perc",0.70865,2016-01-02
"HHS Region 10",2015-12-26,"ili perc",0.666483,2016-01-02
"HHS Region 10",2016-01-02,"ili perc",0.834049,2016-01-02
"US National",2015-08-01,"ili perc",0.784654,2016-01-09
"US National",2015-08-08,"ili perc",0.786636,2016-01-09
"US National",2015-08-15,"ili perc",0.837102,2016-01-09
"US National",2015-08-22,"ili perc",0.85255,2016-01-09
"US National",2015-08-29,"ili perc",0.855974,2016-01-09
"US National",2015-09-05,"ili perc",0.910364,2016-01-09
"US National",2015-09-12,"ili perc",0.95371,2016-01-09
"US National",2015-09-19,"ili perc",1.07347,2016-01-09
"US National",2015-09-26,"ili perc",1.13914,2016-01-09
"US National",2015-10-03,"ili perc",1.14961,2016-01-09
"US National",2015-10-10,"ili perc",1.28103,2016-01-09
"US National",2015-10-17,"ili perc",1.35461,2016-01-09
"US National",2015-10-24,"ili perc",1.39988,2016-01-09
"US National",2015-10-31,"ili perc",1.39861,2016-01-09
"US National",2015-11-07,"ili perc",1.49597,2016-01-09
"US National",2015-11-14,"ili perc",1.56856,2016-01-09
"US National",2015-11-21,"ili perc",1.68599,2016-01-09
"US National",2015-11-28,"ili perc",1.97641,2016-01-09
"US National",2015-12-05,"ili perc",1.79154,2016-01-09
"US National",2015-12-12,"ili perc",1.92524,2016-01-09
"US National",2015-12-19,"ili perc",2.04494,2016-01-09
"US National",2015-12-26,"ili perc",2.54994,2016-01-09
"US National",2016-01-02,"ili perc",2.68112,2016-01-09
"US National",2016-01-09,"ili perc",1.98051,2016-01-09
"HHS Region 1",2015-08-01,"ili perc",0.356937,2016-01-09
"HHS Region 1",2015-08-08,"ili perc",0.36071,2016-01-09
"HHS Region 1",2015-08-15,"ili perc",0.384903,2016-01-09
"HHS Region 1",2015-08-22,"ili perc",0.361836,2016-01-09
"HHS Region 1",2015-08-29,"ili perc",0.394007,2016-01-09
"HHS Region 1",2015-09-05,"ili perc",0.364309,2016-01-09
"HHS Region 1",2015-09-12,"ili perc",0.441444,2016-01-09
"HHS Region 1",2015-09-19,"ili perc",0.456994,2016-01-09
"HHS Region 1",2015-09-26,"ili perc",0.395333,2016-01-09
"HHS Region 1",2015-10-03,"ili perc",0.395111,2016-01-09
"HHS Region 1",2015-10-10,"ili perc",0.695369,2016-01-09
"HHS Region 1",2015-10-17,"ili perc",0.604905,2016-01-09
"HHS Region 1",2015-10-24,"ili perc",0.697764,2016-01-09
"HHS Region 1",2015-10-31,"ili perc",0.776701,2016-01-09
"HHS Region 1",2015-11-07,"ili perc",0.858898,2016-01-09
"HHS Region 1",2015-11-14,"ili perc",0.722269,2016-01-09
"HHS Region 1",2015-11-21,"ili perc",0.663252,2016-01-09
"HHS Region 1",2015-11-28,"ili perc",0.689396,2016-01-09
"HHS Region 1",2015-12-05,"ili perc",0.813473,2016-01-09
"HHS Region 1",2015-12-12,"ili perc",0.7399,2016-01-09
"HHS Region 1",2015-12-19,"ili perc",1.05275,2016-01-09
"HHS Region 1",2015-12-26,"ili perc",1.51873,2016-01-09
"HHS Region 1",2016-01-02,"ili perc",1.64822,2016-01-09
"HHS Region 1",2016-01-09,"ili perc",1.34149,2016-01-09
"HHS Region 2",2015-08-01,"ili perc",1.36223,2016-01-09
"HHS Region 2",2015-08-08,"ili perc",1.57157,2016-01-09
"HHS Region 2",2015-08-15,"ili perc",1.38907,2016-01-09
"HHS Region 2",2015-08-22,"ili perc",1.11843,2016-01-09
"HHS Region 2",2015-08-29,"ili perc",1.12344,2016-01-09
"HHS Region 2",2015-09-05,"ili perc",1.19549,2016-01-09
"HHS Region 2",2015-09-12,"ili perc",1.15552,2016-01-09
"HHS Region 2",2015-09-19,"ili perc",1.37077,2016-01-09
"HHS Region 2",2015-09-26,"ili perc",1.62828,2016-01-09
"HHS Region 2",2015-10-03,"ili perc",1.30017,2016-01-09
"HHS Region 2",2015-10-10,"ili perc",1.11364,2016-01-09
"HHS Region 2",2015-10-17,"ili perc",0.960305,2016-01-09
"HHS Region 2",2015-10-24,"ili perc",1.23115,2016-01-09
"HHS Region 2",2015-10-31,"ili perc",1.09885,2016-01-09
"HHS Region 2",2015-11-07,"ili perc",1.25054,2016-01-09
"HHS Region 2",2015-11-14,"ili perc",1.09605,2016-01-09
"HHS Region 2",2015-11-21,"ili perc",1.57276,2016-01-09
"HHS Region 2",2015-11-28,"ili perc",1.55183,2016-01-09
"HHS Region 2",2015-12-05,"ili perc",1.83125,2016-01-09
"HHS Region 2",2015-12-12,"ili perc",2.1709,2016-01-09
"HHS Region 2",2015-12-19,"ili perc",2.06047,2016-01-09
"HHS Region 2",2015-12-26,"ili perc",2.72897,2016-01-09
"HHS Region 2",2016-01-02,"ili perc",2.95694,2016-01-09
"HHS Region 2",2016-01-09,"ili perc",2.2467,2016-01-09
"HHS Region 3",2015-08-01,"ili perc",0.959529,2016-01-09
"HHS Region 3",2015-08-08,"ili perc",0.855641,2016-01-09
"HHS Region 3",2015-08-15,"ili perc",1.00206,2016-01-09
"HHS Region 3",2015-08-22,"ili perc",0.897559,2016-01-09
"HHS Region 3",2015-08-29,"ili perc",0.783423,2016-01-09
"HHS Region 3",2015-09-05,"ili perc",1.04516,2016-01-09
"HHS Region 3",2015-09-12,"ili perc",1.09366,2016-01-09
"HHS Region 3",2015-09-19,"ili perc",1.14352,2016-01-09
"HHS Region 3",2015-09-26,"ili perc",1.1904,2016-01-09
"HHS Region 3",2015-10-03,"ili perc",1.0768,2016-01-09
"HHS Region 3",2015-10-10,"ili perc",1.24473,2016-01-09
"HHS Region 3",2015-10-17,"ili perc",1.28368,2016-01-09
"HHS Region 3",2015-10-24,"ili perc",1.55698,2016-01-09
"HHS Region 3",2015-10-31,"ili perc",1.41137,2016-01-09
"HHS Region 3",2015-11-07,"ili perc",1.55694,2016-01-09
"HHS Region 3",2015-11-14,"ili perc",1.60193,2016-01-09
"HHS Region 3",2015-11-21,"ili perc",1.74295,2016-01-09
"HHS Region 3",2015-11-28,"ili perc",2.22857,2016-01-09
"HHS Region 3",2015-12-05,"ili perc",1.87754,2016-01-09
"HHS Region 3",2015-12-12,"ili perc",2.06817,2016-01-09
"HHS Region 3",2015-12-19,"ili perc",2.32495,2016-01-09
"HHS Region 3",2015-12-26,"ili perc",2.96589,2016-01-09
"HHS Region 3",2016-01-02,"ili perc",2.97906,2016-01-09
"HHS Region 3",2016-01-09,"ili perc",2.54594,2016-01-09
"HHS Region 4",2015-08-01,"ili perc",0.45585,2016-01-09
"HHS Region 4",2015-08-08,"ili perc",0.439202,2016-01-09
"HHS Region 4",2015-08-15,"ili perc",0.701597,2016-01-09
"HHS Region 4",2015-08-22,"ili perc",0.716647,2016-01-09
"HHS Region 4",2015-08-29,"ili perc",0.787886,2016-01-09
"HHS Region 4",2015-09-05,"ili perc",0.713601,2016-01-09
"HHS Region 4",2015-09-12,"ili perc",0.69256,2016-01-09
"HHS Region 4",2015-09-19,"ili perc",0.804466,2016-01-09
"HHS Region 4",2015-09-26,"ili perc",0.737125,2016-01-09
"HHS Region 4",2015-10-03,"ili perc",0.855035,2016-01-09
"HHS Region 4",2015-10-10,"ili perc",1.10937,2016-01-09
"HHS Region 4",2015-10-17,"ili perc",1.19855,2016-01-09
"HHS Region 4",2015-10-24,"ili perc",1.11125,2016-01-09
"HHS Region 4",2015-10-31,"ili perc",1.16626,2016-01-09
"HHS Region 4",2015-11-07,"ili perc",1.26529,2016-01-09
"HHS Region 4",2015-11-14,"ili perc",1.31216,2016-01-09
"HHS Region 4",2015-11-21,"ili perc",1.51494,2016-01-09
"HHS Region 4",2015-11-28,"ili perc",1.84334,2016-01-09
"HHS Region 4",2015-12-05,"ili perc",1.59706,2016-01-09
"HHS Region 4",2015-12-12,"ili perc",1.71375,2016-01-09
"HHS Region 4",2015-12-19,"ili perc",1.94556,2016-01-09
"HHS Region 4",2015-12-26,"ili perc",2.4178,2016-01-09
"HHS Region 4",2016-01-02,"ili perc",2.23527,2016-01-09
"HHS Region 4",2016-01-09,"ili perc",1.61184,2016-01-09
"HHS Region 5",2015-08-01,"ili perc",0.581513,2016-01-09
"HHS Region 5",2015-08-08,"ili perc",0.585031,2016-01-09
"HHS Region 5",2015-08-15,"ili perc",0.597183,2016-01-09
"HHS Region 5",2015-08-22,"ili perc",0.581626,2016-01-09
"HHS Region 5",2015-08-29,"ili perc",0.653146,2016-01-09
"HHS Region 5",2015-09-05,"ili perc",0.595369,2016-01-09
"HHS Region 5",2015-09-12,"ili perc",0.628781,2016-01-09
"HHS Region 5",2015-09-19,"ili perc",0.698491,2016-01-09
"HHS Region 5",2015-09-26,"ili perc",0.794852,2016-01-09
"HHS Region 5",2015-10-03,"ili perc",0.879066,2016-01-09
"HHS Region 5",2015-10-10,"ili perc",1.03399,2016-01-09
"HHS Region 5",2015-10-17,"ili perc",1.16337,2016-01-09
"HHS Region 5",2015-10-24,"ili perc",1.06502,2016-01-09
"HHS Region 5",2015-10-31,"ili perc",1.03764,2016-01-09
"HHS Region 5",2015-11-07,"ili perc",1.20692,2016-01-09
"HHS Region 5",2015-11-14,"ili perc",1.28964,2016-01-09
"HHS Region 5",2015-11-21,"ili perc",1.24057,2016-01-09
"HHS Region 5",2015-11-28,"ili perc",1.43251,2016-01-09
"HHS Region 5",2015-12-05,"ili perc",1.13865,2016-01-09
"HHS Region 5",2015-12-12,"ili perc",1.35621,2016-01-09
"HHS Region 5",2015-12-19,"ili perc",1.47043,2016-01-09
"HHS Region 5",2015-12-26,"ili perc",1.8311,2016-01-09
"HHS Region 5",2016-01-02,"ili perc",1.80304,2016-01-09
"HHS Region 5",2016-01-09,"ili perc",1.3496,2016-01-09
"HHS Region 6",2015-08-01,"ili perc",1.36455,2016-01-09
"HHS Region 6",2015-08-08,"ili perc",1.28844,2016-01-09
"HHS Region 6",2015-08-15,"ili perc",1.26955,2016-01-09
"HHS Region 6",2015-08-22,"ili perc",1.59884,2016-01-09
"HHS Region 6",2015-08-29,"ili perc",1.34635,2016-01-09
"HHS Region 6",2015-09-05,"ili perc",1.72044,2016-01-09
"HHS Region 6",2015-09-12,"ili perc",2.24392,2016-01-09
"HHS Region 6",2015-09-19,"ili perc",2.18705,2016-01-09
"HHS Region 6",2015-09-26,"ili perc",2.36584,2016-01-09
"HHS Region 6",2015-10-03,"ili perc",2.53952,2016-01-09
"HHS Region 6",2015-10-10,"ili perc",2.88208,2016-01-09
"HHS Region 6",2015-10-17,"ili perc",2.97529,2016-01-09
"HHS Region 6",2015-10-24,"ili perc",3.19343,2016-01-09
"HHS Region 6",2015-10-31,"ili perc",3.09828,2016-01-09
"HHS Region 6",2015-11-07,"ili perc",3.00677,2016-01-09
"HHS Region 6",2015-11-14,"ili perc",3.56851,2016-01-09
"HHS Region 6",2015-11-21,"ili perc",3.5458,2016-01-09
"HHS Region 6",2015-11-28,"ili perc",4.24032,2016-01-09
"HHS Region 6",2015-12-05,"ili perc",4.03271,2016-01-09
"HHS Region 6",2015-12-12,"ili perc",4.15713,2016-01-09
"HHS Region 6",2015-12-19,"ili perc",4.12919,2016-01-09
"HHS Region 6",2015-12-26,"ili perc",4.59303,2016-01-09
"HHS Region 6",2016-01-02,"ili perc",5.09266,2016-01-09
"HHS Region 6",2016-01-09,"ili perc",4.33284,2016-01-09
"HHS Region 7",2015-08-01,"ili perc",0.213522,2016-01-09
"HHS Region 7",2015-08-08,"ili perc",0.280848,2016-01-09
"HHS Region 7",2015-08-15,"ili perc",0.116262,2016-01-09
"HHS Region 7",2015-08-22,"ili perc",0.283492,2016-01-09
"HHS Region 7",2015-08-29,"ili perc",0.212095,2016-01-09
"HHS Region 7",2015-09-05,"ili perc",0.180017,2016-01-09
"HHS Region 7",2015-09-12,"ili perc",0.315453,2016-01-09
"HHS Region 7",2015-09-19,"ili perc",0.526178,2016-01-09
"HHS Region 7",2015-09-26,"ili perc",0.684635,2016-01-09
"HHS Region 7",2015-10-03,"ili perc",1.02699,2016-01-09
"HHS Region 7",2015-10-10,"ili perc",0.876525,2016-01-09
"HHS Region 7",2015-10-17,"ili perc",0.889359,2016-01-09
"HHS Region 7",2015-10-24,"ili perc",1.12533,2016-01-09
"HHS Region 7",2015-10-31,"ili perc",0.870054,2016-01-09
"HHS Region 7",2015-11-07,"ili perc",1.15656,2016-01-09
"HHS Region 7",2015-11-14,"ili perc",1.21216,2016-01-09
"HHS Region 7",2015-11-21,"ili perc",1.0556,2016-01-09
"HHS Region 7",2015-11-28,"ili perc",1.31994,2016-01-09
"HHS Region 7",2015-12-05,"ili perc",0.955904,2016-01-09
"HHS Region 7",2015-12-12,"ili perc",0.913396,2016-01-09
"HHS Region 7",2015-12-19,"ili perc",1.23666,2016-01-09
"HHS Region 7",2015-12-26,"ili perc",1.4486,2016-01-09
"HHS Region 7",2016-01-02,"ili perc",1.58911,2016-01-09
"HHS Region 7",2016-01-09,"ili perc",1.51915,2016-01-09
"HHS Region 8",2015-08-01,"ili perc",0.469566,2016-01-09
"HHS Region 8",2015-08-08,"ili perc",0.486867,2016-01-09
"HHS Region 8",2015-08-15,"ili perc",0.40949,2016-01-09
"HHS Region 8",2015-08-22,"ili perc",0.388013,2016-01-09
"HHS Region 8",2015-08-29,"ili perc",0.563506,2016-01-09
"HHS Region 8",2015-09-05,"ili perc",0.480913,2016-01-09
"HHS Region 8",2015-09-12,"ili perc",0.457087,2016-01-09
"HHS Region 8",2015-09-19,"ili perc",0.468133,2016-01-09
"HHS Region 8",2015-09-26,"ili perc",0.622192,2016-01-09
"HHS Region 8",2015-10-03,"ili perc",0.497322,2016-01-09
"HHS Region 8",2015-10-10,"ili perc",0.656043,2016-01-09
"HHS Region 8",2015-10-17,"ili perc",0.672678,2016-01-09
"HHS Region 8",2015-10-24,"ili perc",0.688876,2016-01-09
